dtime,damt,dtrans
2020-07-22 18:15:31,443000,False
2020-02-01 04:00:42,470000,False
2020-12-13 03:52:53,43000,False
2020-05-02 17:33:44,158000,False
2020-05-01 04:18:53,181000,False
2020-12-08 16:27:29,316000,False
2020-01-08 08:05:51,225000,False
2020-07-06 21:38:01,146000,False
2020-02-15 06:46:34,296000,False
2020-09-03 10:53:22,120000,False
2019-11-20 04:01:56,192000,False
2020-09-08 21:13:35,498000,False
2020-12-09 00:21:09,87000,False
2020-11-06 21:03:52,313000,False
2020-05-14 18:41:00,131000,False
2020-07-17 09:46:26,327000,False
2020-09-27 09:58:15,279000,False
2020-10-25 03:46:33,59000,False
2020-10-14 06:32:16,424000,False
2020-06-05 15:46:00,3000,False
2020-01-07 12:59:29,110000,False
2020-04-16 10:20:11,310000,False
2020-06-25 09:47:40,355000,False
2020-11-12 19:55:26,115000,False
2020-10-28 17:14:50,216000,False
2020-07-17 20:56:54,170000,False
2019-12-13 12:17:33,143000,False
2020-04-02 18:02:54,106000,False
2019-11-23 19:57:22,433000,False
2019-12-04 08:59:19,136000,False
2020-06-29 20:46:31,131000,False
2020-02-22 03:20:37,327000,False
2020-12-08 05:46:17,186000,False
2020-08-14 01:00:37,416000,False
2020-12-09 02:47:35,26000,False
2020-12-15 12:58:37,55000,False
2019-10-30 10:55:01,217000,False
2020-05-14 21:59:44,276000,False
2020-12-09 19:00:35,444000,False
2020-06-26 08:52:44,476000,False
2020-10-21 08:42:04,262000,False
2020-06-09 12:54:21,486000,False
2020-11-30 15:36:20,326000,False
2020-01-28 06:18:18,463000,False
2020-07-20 17:58:43,137000,False
2020-02-21 15:40:48,370000,False
2019-11-11 06:18:43,138000,False
2020-01-10 12:08:19,286000,False
2020-11-07 04:42:56,487000,False
2020-03-28 03:17:56,7000,False
2020-11-30 12:25:32,465000,False
2019-12-16 15:38:49,134000,False
2019-11-21 02:03:57,49000,False
2019-11-07 07:49:08,96000,False
2020-09-01 22:15:10,21000,False
2020-11-20 14:00:05,469000,False
2019-11-05 08:29:16,313000,False
2020-07-19 11:23:57,413000,False
2019-12-20 17:38:16,450000,False
2020-01-28 12:37:38,376000,False
2020-12-16 08:59:34,132000,False
2020-04-18 23:29:11,250000,False
2020-08-03 16:30:14,239000,False
2020-08-28 20:09:56,12000,False
2020-07-21 10:07:52,459000,False
2020-01-31 09:05:58,396000,False
2020-06-02 21:27:01,428000,False
2019-12-06 16:12:21,383000,False
2019-11-18 22:49:13,147000,False
2019-11-28 10:43:18,327000,False
2019-12-18 21:49:05,49000,False
2020-01-15 04:55:33,266000,False
2019-12-07 05:52:17,315000,False
2020-05-11 21:15:58,374000,False
2020-07-11 16:15:52,259000,False
2020-05-05 02:32:15,248000,False
2020-05-10 03:11:52,241000,False
2019-11-29 18:11:09,327000,False
2020-08-31 21:09:28,329000,False
2020-04-19 04:29:23,79000,False
2020-04-16 07:07:11,364000,False
2020-08-14 20:07:18,99000,False
2020-06-18 11:41:35,159000,False
2020-03-08 18:39:00,90000,False
2020-06-27 02:55:01,154000,False
2020-07-17 15:50:57,285000,False
2020-04-29 18:45:09,469000,False
2020-01-11 10:19:57,7000,False
2020-11-29 16:33:31,443000,False
2019-11-01 12:36:09,394000,False
2020-06-02 02:58:57,189000,False
2020-03-31 04:45:48,47000,False
2020-03-07 12:41:38,100000,False
2020-10-01 02:16:56,283000,False
2020-03-11 19:43:24,146000,False
2020-09-18 23:36:00,432000,False
2019-12-18 16:25:27,402000,False
2020-01-17 07:27:32,279000,False
2019-10-20 20:55:28,480000,False
2020-01-04 15:18:58,430000,False
2020-09-07 08:34:57,296000,False
2020-07-28 00:17:41,224000,False
2020-06-24 14:55:39,388000,False
2020-12-14 18:24:20,453000,False
2020-06-15 06:58:50,352000,False
2020-02-16 21:17:13,479000,False
2020-07-15 17:04:43,26000,False
2020-07-16 03:20:08,161000,False
2019-12-11 02:44:29,102000,False
2020-11-25 00:20:12,161000,False
2020-11-07 21:58:45,118000,False
2020-11-29 18:32:46,463000,False
2019-12-16 03:18:56,156000,False
2020-07-22 23:11:14,22000,False
2020-05-30 09:37:58,91000,False
2019-10-20 23:50:28,206000,False
2020-05-30 17:22:59,32000,False
2020-09-08 08:03:17,15000,False
2020-06-27 09:35:53,168000,False
2019-11-27 16:50:09,377000,False
2020-07-31 17:31:19,154000,False
2020-07-15 07:47:10,164000,False
2020-07-26 08:36:34,365000,False
2020-01-02 21:35:15,101000,False
2020-10-10 21:45:21,143000,False
2020-10-09 21:53:35,394000,False
2020-04-09 22:13:39,120000,False
2020-02-15 03:31:34,484000,False
2020-04-19 23:09:11,338000,False
2020-02-13 10:30:53,187000,False
2020-08-03 20:19:06,368000,False
2020-02-14 11:49:17,270000,False
2020-08-18 14:19:33,483000,False
2020-06-12 20:54:41,389000,False
2020-10-01 14:10:49,363000,False
2019-11-14 00:32:43,499000,False
2020-05-13 10:18:32,153000,False
2020-02-11 21:08:20,226000,False
2020-05-29 16:35:55,269000,False
2020-02-21 15:05:15,177000,False
2020-06-04 20:24:43,284000,False
2020-04-26 13:06:29,57000,False
2020-03-03 17:09:22,297000,False
2020-07-29 07:15:23,139000,False
2019-10-30 09:03:47,59000,False
2020-03-17 11:39:21,286000,False
2020-02-20 11:42:18,259000,False
2020-08-01 18:28:26,203000,False
2020-05-02 03:23:28,451000,False
2019-11-05 16:12:43,41000,False
2020-07-03 10:26:45,498000,False
2020-09-01 23:44:54,112000,False
2020-06-04 17:59:42,360000,False
2020-02-03 02:25:02,17000,False
2019-11-23 09:28:50,113000,False
2020-06-17 07:30:47,137000,False
2020-01-05 10:02:05,373000,False
2020-07-22 04:15:02,366000,False
2020-09-08 21:20:27,339000,False
2020-11-28 17:58:58,335000,False
2020-05-18 18:13:56,147000,False
2019-10-29 20:20:47,154000,False
2019-11-14 04:49:57,436000,False
2020-11-23 13:38:01,88000,False
2019-12-14 12:14:41,365000,False
2020-05-08 23:47:12,420000,False
2020-01-13 17:02:14,275000,False
2019-11-23 03:23:57,471000,False
2020-09-13 23:02:32,342000,False
2020-08-09 15:02:33,284000,False
2020-03-31 08:25:07,330000,False
2020-06-25 11:26:35,371000,False
2020-01-30 08:48:14,458000,False
2019-11-28 04:45:04,428000,False
2020-09-09 12:46:14,132000,False
2020-10-21 23:03:24,167000,False
2020-10-17 18:52:36,420000,False
2020-01-13 05:24:10,272000,False
2019-11-03 01:26:14,58000,False
2019-12-07 10:45:23,395000,False
2020-01-09 19:43:14,111000,False
2020-04-04 16:46:29,146000,False
2020-07-09 12:45:19,250000,False
2020-04-27 10:08:37,58000,False
2020-05-27 00:24:54,352000,False
2020-10-01 00:27:29,304000,False
2020-04-17 20:32:04,336000,False
2020-06-24 20:28:12,7000,False
2020-03-20 06:51:06,398000,False
2020-09-25 05:59:52,178000,False
2020-10-16 15:47:36,382000,False
2020-06-17 01:26:34,150000,False
2020-03-29 22:36:33,408000,False
2020-08-23 17:55:42,345000,False
2020-02-07 17:09:11,338000,False
2020-11-02 01:56:03,68000,False
2020-12-16 05:07:07,431000,False
2020-06-03 05:01:25,83000,False
2019-12-22 14:36:57,412000,False
2020-10-11 13:44:50,236000,False
2020-04-14 03:25:50,154000,False
2020-03-19 05:17:08,130000,False
2020-05-12 04:21:07,137000,False
2020-12-15 14:18:07,391000,False
2020-12-12 10:48:56,2000,False
2020-06-21 06:21:30,329000,False
2019-12-29 18:31:50,379000,False
2020-08-05 17:22:52,288000,False
2020-09-29 16:03:23,466000,False
2020-10-01 21:15:54,261000,False
2020-01-21 08:14:33,339000,False
2020-06-19 02:18:37,437000,False
2020-09-22 21:25:22,383000,False
2020-09-02 06:20:10,60000,False
2020-08-28 20:00:20,32000,False
2020-11-10 16:17:28,94000,False
2020-10-09 10:26:55,296000,False
2019-12-07 17:06:03,299000,False
2020-08-07 01:28:07,429000,False
2020-05-09 02:22:17,421000,False
2020-09-08 20:00:59,181000,False
2020-01-04 04:24:35,462000,False
2019-11-13 09:07:16,106000,False
2020-04-10 05:58:54,94000,False
2020-03-03 15:53:46,442000,False
2020-03-01 16:07:00,298000,False
2020-03-21 12:21:01,78000,False
2020-02-14 10:41:23,76000,False
2020-12-01 00:53:14,414000,False
2020-09-22 08:02:21,497000,False
2020-10-22 15:40:49,454000,False
2020-07-30 14:35:05,21000,False
2020-12-09 22:31:29,11000,False
2020-03-25 22:53:02,494000,False
2020-11-05 09:40:30,138000,False
2019-11-12 15:53:12,428000,False
2020-05-08 03:06:39,189000,False
2020-01-31 05:54:34,49000,False
2020-02-19 23:04:27,204000,False
2020-09-10 20:41:20,252000,False
2020-09-06 09:41:01,448000,False
2020-10-25 07:27:40,132000,False
2020-04-17 05:55:23,79000,False
2019-11-02 12:36:42,442000,False
2020-08-23 11:39:39,427000,False
2020-01-19 21:45:53,227000,False
2020-05-01 19:09:54,74000,False
2020-01-17 19:00:20,140000,False
2020-09-17 22:05:13,263000,False
2020-12-03 13:37:14,284000,False
2020-09-04 13:05:01,210000,False
2020-08-19 23:54:22,54000,False
2019-11-28 13:32:52,393000,False
2020-10-21 19:48:17,356000,False
2020-05-02 06:22:59,266000,False
2020-01-07 13:54:31,161000,False
2020-11-24 01:47:52,61000,False
2019-12-16 07:40:10,304000,False
2020-09-07 12:55:55,162000,False
2020-11-23 03:53:28,164000,False
2020-06-05 18:43:31,266000,False
2020-03-26 06:15:10,400000,False
2020-11-04 07:08:50,148000,False
2020-01-10 10:58:30,321000,False
2019-12-11 05:02:35,416000,False
2020-07-19 23:10:13,238000,False
2020-09-09 05:07:43,23000,False
2020-06-30 23:14:15,4000,False
2019-12-06 01:49:31,202000,False
2019-12-08 15:20:21,233000,False
2020-08-04 20:53:12,49000,False
2019-10-31 21:32:48,43000,False
2019-12-05 17:02:33,1000,False
2020-01-16 00:17:51,107000,False
2019-12-01 15:36:08,237000,False
2019-11-27 10:51:29,51000,False
2020-04-04 03:02:35,387000,False
2019-12-04 01:50:17,58000,False
2020-05-23 16:56:22,485000,False
2020-04-27 17:37:01,446000,False
2020-06-17 18:53:27,416000,False
2020-02-27 23:06:03,180000,False
2020-08-27 20:12:22,393000,False
2019-11-21 12:15:09,291000,False
2020-10-10 04:01:07,174000,False
2019-10-25 08:06:39,46000,False
2020-06-12 18:31:04,231000,False
2020-04-24 13:22:05,355000,False
2020-05-24 11:14:23,168000,False
2019-12-26 15:30:10,409000,False
2020-01-12 09:05:21,128000,False
2020-05-06 15:20:57,15000,False
2019-12-23 16:47:42,346000,False
2020-02-10 03:37:41,209000,False
2020-09-21 22:10:25,414000,False
2020-04-27 12:17:24,5000,False
2020-08-31 08:39:15,376000,False
2020-05-22 06:21:57,54000,False
2020-11-04 18:26:45,111000,False
2020-08-12 18:50:26,273000,False
2020-11-18 10:44:30,213000,False
2020-02-21 06:04:02,470000,False
2020-05-15 14:50:28,82000,False
2020-09-28 02:22:41,233000,False
2020-05-12 10:03:02,373000,False
2020-08-18 19:16:20,232000,False
2020-05-24 16:44:22,280000,False
2019-12-20 08:36:25,65000,False
2020-09-22 06:33:20,469000,False
2019-12-21 01:50:00,366000,False
2020-08-09 19:34:23,167000,False
2020-02-05 11:32:47,241000,False
2020-01-08 21:56:48,193000,False
2020-08-14 09:49:32,455000,False
2020-08-21 08:54:53,23000,False
2020-04-30 15:19:11,253000,False
2019-11-04 12:51:01,348000,False
2020-10-23 05:07:59,376000,False
2020-04-22 11:01:57,291000,False
2020-09-15 13:24:49,253000,False
2019-10-19 09:14:24,265000,False
2020-06-03 05:30:57,369000,False
2020-08-02 05:19:36,143000,False
2020-05-24 15:36:21,338000,False
2019-10-23 22:36:39,82000,False
2020-08-29 06:25:10,26000,False
2020-07-15 11:31:22,47000,False
2020-05-31 14:29:36,77000,False
2020-12-07 05:55:43,207000,False
2020-10-03 20:51:10,468000,False
2020-04-03 02:12:28,230000,False
2020-08-01 21:00:35,242000,False
2020-11-06 17:28:48,497000,False
2020-05-23 09:13:13,377000,False
2019-11-09 20:04:55,321000,False
2020-05-09 06:00:29,198000,False
2020-12-09 17:05:30,329000,False
2020-08-31 12:38:20,284000,False
2020-08-24 00:15:01,248000,False
2019-11-26 17:50:40,102000,False
2020-07-05 23:33:26,110000,False
2019-11-03 11:33:41,39000,False
2020-11-18 18:17:53,223000,False
2020-11-05 13:51:21,381000,False
2020-04-15 20:11:48,253000,False
2020-11-17 16:59:17,67000,False
2020-01-18 19:49:12,435000,False
2020-01-11 21:44:51,118000,False
2020-11-12 22:50:07,286000,False
2020-02-17 05:42:17,129000,False
2020-09-03 03:17:29,206000,False
2020-07-12 14:15:42,101000,False
2020-01-24 13:13:04,49000,False
2020-06-22 05:43:28,414000,False
2020-08-03 13:07:07,341000,False
2020-08-01 22:01:26,162000,False
2020-12-16 05:49:56,193000,False
2019-12-22 00:29:50,453000,False
2020-07-02 15:21:40,387000,False
2020-06-16 19:37:20,340000,False
2020-05-01 13:11:42,226000,False
2020-12-10 01:05:58,252000,False
2020-03-13 21:15:47,181000,False
2020-10-08 16:01:28,369000,False
2020-02-29 23:39:20,146000,False
2020-03-10 15:25:37,114000,False
2020-01-16 19:12:31,339000,False
2020-10-13 03:07:01,228000,False
2020-12-15 02:31:42,143000,False
2019-12-30 12:44:13,312000,False
2020-12-08 09:27:48,332000,False
2020-05-16 18:29:48,160000,False
2020-07-30 12:28:47,41000,False
2020-05-23 06:15:00,439000,False
2019-11-05 11:58:11,81000,False
2019-10-24 13:03:36,210000,False
2020-07-11 13:09:24,434000,False
2020-12-19 10:17:11,17000,False
2019-11-09 14:45:43,127000,False
2019-12-03 04:51:50,179000,False
2019-11-12 00:21:21,399000,False
2020-02-26 19:59:52,104000,False
2020-11-26 16:56:43,261000,False
2020-03-05 07:17:12,499000,False
2020-07-15 07:42:48,408000,False
2020-11-26 11:35:58,56000,False
2020-02-03 05:33:26,326000,False
2020-02-04 01:58:10,421000,False
2020-03-10 01:03:42,329000,False
2020-08-13 09:42:02,140000,False
2020-10-13 12:26:55,181000,False
2020-12-07 11:50:55,156000,False
2020-03-14 10:01:51,328000,False
2020-12-19 11:16:41,12000,False
2020-06-16 11:29:00,176000,False
2019-10-29 12:29:59,184000,False
2020-08-30 07:31:53,201000,False
2019-10-31 00:31:46,348000,False
2020-07-28 02:17:24,207000,False
2020-01-04 03:09:35,175000,False
2019-10-25 06:09:45,416000,False
2020-03-07 17:46:54,384000,False
2019-12-18 12:10:45,377000,False
2020-12-16 06:55:58,151000,False
2019-10-25 17:36:22,299000,False
2019-12-04 08:50:41,319000,False
2020-01-23 17:30:35,496000,False
2019-10-18 03:44:06,479000,False
2020-03-22 06:45:05,178000,False
2020-07-13 18:13:31,246000,False
2020-01-06 00:55:52,102000,False
2020-09-13 19:36:19,35000,False
2020-08-18 10:31:33,77000,False
2020-01-29 16:46:35,395000,False
2020-06-10 21:56:39,313000,False
2019-12-31 06:47:06,400000,False
2019-12-29 20:22:25,271000,False
2020-08-27 19:56:58,380000,False
2020-05-17 19:33:28,279000,False
2020-07-08 12:14:42,117000,False
2020-12-11 04:41:01,433000,False
2020-03-05 06:48:42,217000,False
2020-06-25 12:04:23,442000,False
2020-08-03 05:37:07,490000,False
2020-11-24 22:23:00,61000,False
2019-11-17 09:18:37,464000,False
2020-06-12 23:12:26,400000,False
2020-09-12 09:11:51,104000,False
2020-05-28 01:42:50,48000,False
2019-12-04 00:16:57,267000,False
2020-04-24 03:28:32,33000,False
2019-12-13 04:50:53,179000,False
2020-12-06 01:31:05,76000,False
2020-07-28 06:11:30,203000,False
2019-11-26 04:33:27,1000,False
2019-11-21 04:44:46,175000,False
2020-10-09 11:13:03,13000,False
2020-03-24 11:25:02,219000,False
2019-11-16 18:23:38,28000,False
2020-09-30 14:53:46,466000,False
2019-11-20 02:55:18,485000,False
2020-07-25 21:55:52,278000,False
2020-09-12 14:53:45,221000,False
2020-01-10 16:20:08,235000,False
2020-06-26 20:19:19,449000,False
2020-02-24 09:09:49,316000,False
2019-10-30 04:32:40,389000,False
2020-09-04 07:56:09,148000,False
2019-10-24 05:28:26,174000,False
2020-08-14 15:33:41,45000,False
2020-01-10 17:00:58,336000,False
2020-08-30 09:26:29,324000,False
2020-06-02 14:54:06,177000,False
2020-05-05 01:39:01,184000,False
2020-02-28 00:03:25,157000,False
2020-10-31 02:32:48,28000,False
2020-01-30 01:25:36,365000,False
2020-05-07 08:37:48,397000,False
2019-10-21 20:43:02,292000,False
2020-09-12 04:24:49,307000,False
2019-11-12 22:55:40,498000,False
2020-05-14 01:57:57,7000,False
2020-02-06 12:42:39,90000,False
2020-07-12 10:34:39,213000,False
2019-12-31 11:14:07,53000,False
2019-11-09 07:52:58,58000,False
2020-04-28 07:38:50,279000,False
2020-06-10 04:47:51,94000,False
2020-03-07 18:46:27,113000,False
2020-07-09 04:53:48,114000,False
2019-12-21 06:38:10,28000,False
2020-07-18 14:46:40,137000,False
2020-06-19 00:59:18,341000,False
2020-02-03 21:09:13,121000,False
2020-06-15 04:42:25,114000,False
2020-09-22 03:05:30,100000,False
2020-06-26 11:20:34,224000,False
2020-04-08 06:55:50,353000,False
2020-03-15 16:49:29,292000,False
2020-11-22 02:46:26,451000,False
2020-03-12 00:31:53,206000,False
2019-12-22 14:00:32,39000,False
2020-12-02 12:48:08,210000,False
2020-06-15 02:43:19,75000,False
2020-04-23 03:07:22,143000,False
2020-06-03 10:44:17,405000,False
2020-12-17 04:20:40,293000,False
2020-11-26 16:58:18,408000,False
2020-04-20 01:27:08,289000,False
2020-10-03 12:00:18,225000,False
2020-04-15 12:08:42,280000,False
2020-03-03 03:15:54,97000,False
2020-09-05 05:59:43,439000,False
2020-06-04 20:19:25,382000,False
2020-05-31 12:16:36,158000,False
2019-11-05 01:57:02,169000,False
2020-06-02 09:02:14,7000,False
2020-03-28 05:53:00,345000,False
2019-12-21 16:10:35,266000,False
2020-06-18 22:53:27,221000,False
2020-12-06 01:26:17,220000,False
2020-05-23 06:17:41,347000,False
2020-10-20 13:25:53,289000,False
2020-07-08 06:35:19,329000,False
2020-02-28 11:13:39,119000,False
2020-07-14 22:47:31,11000,False
2020-04-15 09:44:26,280000,False
2020-08-08 14:36:05,271000,False
2020-10-01 21:11:11,382000,False
2020-07-29 23:20:13,352000,False
2019-11-06 02:12:00,226000,False
2020-11-15 10:33:32,264000,False
2020-05-24 07:23:23,20000,False
2020-02-03 04:40:55,201000,False
2020-07-02 10:37:59,76000,False
2020-08-20 21:00:49,32000,False
2020-04-08 10:39:25,285000,False
2020-09-14 05:26:53,278000,False
2020-04-17 10:48:39,333000,False
2020-08-21 06:59:13,441000,False
2020-11-11 17:19:40,201000,False
2019-12-27 11:07:40,25000,False
2020-07-20 02:46:30,148000,False
2020-02-26 03:53:10,483000,False
2020-11-26 05:03:26,215000,False
2020-06-13 22:24:02,240000,False
2020-07-05 12:35:17,94000,False
2020-11-26 19:32:25,402000,False
2020-06-04 01:38:34,247000,False
2020-12-11 00:28:49,68000,False
2020-12-09 05:38:54,466000,False
2020-04-15 12:43:33,459000,False
2020-10-18 21:36:31,89000,False
2020-01-23 18:34:10,326000,False
2020-02-22 18:29:43,351000,False
2020-09-15 00:03:03,468000,False
2019-12-24 23:43:11,490000,False
2020-04-08 07:19:40,55000,False
2020-03-14 16:44:47,166000,False
2020-10-17 20:12:57,200000,False
2020-11-07 04:59:58,493000,False
2019-10-18 10:34:13,429000,False
2020-08-03 04:47:46,221000,False
2020-11-01 06:31:01,437000,False
2020-05-01 18:28:43,447000,False
2020-08-20 02:34:55,94000,False
2019-12-22 19:23:49,445000,False
2019-10-19 12:25:57,311000,False
2020-02-08 18:33:01,367000,False
2020-03-12 02:50:35,354000,False
2020-05-29 10:26:39,302000,False
2020-08-03 22:46:05,315000,False
2020-09-12 19:00:53,261000,False
2019-12-22 09:52:40,58000,False
2020-06-20 07:27:10,45000,False
2020-04-07 09:29:39,304000,False
2019-12-03 03:31:15,458000,False
2020-05-25 01:36:56,11000,False
2020-02-24 12:46:31,402000,False
2020-04-06 12:45:19,285000,False
2020-07-18 12:42:12,414000,False
2020-07-04 04:05:36,493000,False
2020-06-10 15:15:22,409000,False
2020-01-04 08:23:18,161000,False
2020-02-07 23:10:55,179000,False
2019-11-21 11:49:58,399000,False
2020-03-23 09:47:22,50000,False
2020-09-20 05:00:08,204000,False
2020-04-23 12:01:31,109000,False
2020-03-07 09:07:42,73000,False
2020-07-21 00:23:22,98000,False
2020-08-27 15:00:24,21000,False
2020-12-08 23:16:27,273000,False
2020-02-15 10:27:55,147000,False
2020-08-31 07:54:09,33000,False
2020-01-14 22:21:19,203000,False
2020-04-11 16:32:49,170000,False
2020-12-16 19:51:19,307000,False
2020-10-11 06:12:27,146000,False
2020-11-21 02:53:06,138000,False
2020-04-08 18:38:22,70000,False
2020-09-23 02:59:31,58000,False
2020-09-20 19:15:47,170000,False
2020-02-18 01:49:06,443000,False
2020-02-02 07:54:12,107000,False
2020-03-06 01:24:11,241000,False
2020-01-10 01:08:16,435000,False
2020-09-17 23:32:35,282000,False
2020-05-21 03:06:46,57000,False
2020-03-19 05:26:01,213000,False
2020-06-03 01:04:20,193000,False
2020-03-30 15:03:07,291000,False
2020-01-14 02:56:44,135000,False
2020-08-28 06:58:50,199000,False
2019-12-10 20:21:04,370000,False
2019-11-18 16:41:24,411000,False
2020-04-15 08:06:44,467000,False
2019-11-29 13:46:45,264000,False
2020-10-19 14:29:27,304000,False
2019-12-28 10:36:38,440000,False
2020-02-28 04:53:11,328000,False
2020-08-22 09:11:04,163000,False
2020-06-04 20:12:09,22000,False
2020-02-05 00:00:41,30000,False
2020-04-20 18:39:17,129000,False
2020-09-27 17:59:10,248000,False
2020-11-09 03:58:37,257000,False
2020-07-01 08:47:48,255000,False
2020-05-18 01:23:59,164000,False
2020-01-24 23:19:55,147000,False
2020-09-20 02:48:05,126000,False
2020-11-25 12:53:52,494000,False
2020-06-08 03:38:56,450000,False
2019-11-25 10:01:34,381000,False
2020-03-07 21:50:24,410000,False
2020-01-23 18:31:11,160000,False
2020-06-14 07:26:53,49000,False
2020-06-25 06:34:05,340000,False
2020-09-11 13:26:55,121000,False
2020-01-13 07:16:46,367000,False
2020-06-02 02:50:53,39000,False
2019-11-03 06:05:11,432000,False
2020-06-11 14:13:47,52000,False
2020-07-09 02:52:32,96000,False
2020-09-01 02:36:24,332000,False
2019-11-28 10:23:56,327000,False
